architecture,task,parameters,step,distance,examples,accuracy,mean_rank,mean_margin,nll,elapsed_seconds
causal_conv,induction,263744,100,32,256,0.0,125.5625,-1.1589582860469818,5.554727673530579,0.6519141670014506
causal_conv,induction,263744,100,64,256,0.0,120.23828125,-1.1393666565418243,5.539252042770386,0.6519141670014506
causal_conv,induction,263744,100,128,256,0.0,118.01953125,-1.1339569687843323,5.538282036781311,0.6519141670014506
causal_conv,induction,263744,200,8,256,0.00390625,119.6484375,-0.44674088805913925,5.494253396987915,1.2477094590012712
causal_conv,induction,263744,200,16,256,0.0,117.5625,-0.4314652904868126,5.491692066192627,1.2477094590012712
causal_conv,induction,263744,200,32,256,0.0,118.6328125,-0.43828149884939194,5.4933998584747314,1.2477094590012712
causal_conv,induction,263744,200,64,256,0.0078125,124.328125,-0.44997528195381165,5.503034472465515,1.2477094590012712
causal_conv,induction,263744,200,128,256,0.0,121.84375,-0.44653402268886566,5.5015629529953,1.2477094590012712
causal_conv,induction,263744,300,8,256,0.0078125,122.46875,-0.38875266164541245,5.49551796913147,1.8677910000005795
causal_conv,induction,263744,300,16,256,0.00390625,116.48046875,-0.3738826662302017,5.485851526260376,1.8677910000005795
causal_conv,induction,263744,300,32,256,0.0,119.19921875,-0.3784726709127426,5.491977334022522,1.8677910000005795
causal_conv,induction,263744,300,64,256,0.015625,121.44921875,-0.37801484018564224,5.49506151676178,1.8677910000005795
causal_conv,induction,263744,300,128,256,0.0078125,116.6015625,-0.36866647750139236,5.483495473861694,1.8677910000005795
causal_conv,induction,263744,400,8,256,0.0,119.8984375,-0.3559674695134163,5.491702914237976,2.4693671250006446
causal_conv,induction,263744,400,16,256,0.00390625,117.51171875,-0.3467561900615692,5.486373424530029,2.4693671250006446
causal_conv,induction,263744,400,32,256,0.00390625,116.171875,-0.3470759391784668,5.484188675880432,2.4693671250006446
causal_conv,induction,263744,400,64,256,0.0078125,116.734375,-0.34399160742759705,5.483628273010254,2.4693671250006446
causal_conv,induction,263744,400,128,256,0.0,124.94921875,-0.36190149188041687,5.501131892204285,2.4693671250006446
causal_conv,induction,263744,500,8,256,0.0,127.34375,-0.41358038783073425,5.508674263954163,3.075349709000875
causal_conv,induction,263744,500,16,256,0.0,115.94921875,-0.38846617192029953,5.483627557754517,3.075349709000875
causal_conv,induction,263744,500,32,256,0.00390625,118.2890625,-0.3976155295968056,5.487083435058594,3.075349709000875
causal_conv,induction,263744,500,64,256,0.01171875,120.8984375,-0.395929753780365,5.490827560424805,3.075349709000875
causal_conv,induction,263744,500,128,256,0.0078125,123.77734375,-0.40086593478918076,5.495797514915466,3.075349709000875
causal_conv,induction,263744,600,8,256,0.00390625,113.74609375,-0.3724612444639206,5.475900769233704,3.6932953340001404
causal_conv,induction,263744,600,16,256,0.00390625,123.2421875,-0.389288529753685,5.496656179428101,3.6932953340001404
causal_conv,induction,263744,600,32,256,0.01171875,117.4921875,-0.37829774618148804,5.482653260231018,3.6932953340001404
causal_conv,induction,263744,600,64,256,0.00390625,119.390625,-0.38151033967733383,5.487449407577515,3.6932953340001404
causal_conv,induction,263744,600,128,256,0.00390625,123.875,-0.38921617716550827,5.49673318862915,3.6932953340001404
causal_conv,induction,263744,700,8,256,0.0,113.41796875,-0.5299122780561447,5.475510120391846,4.31026254200151
causal_conv,induction,263744,700,16,256,0.0,123.53125,-0.5555984377861023,5.498783469200134,4.31026254200151
causal_conv,induction,263744,700,32,256,0.00390625,117.453125,-0.5429801046848297,5.485907793045044,4.31026254200151
causal_conv,induction,263744,700,64,256,0.00390625,117.2734375,-0.5434315353631973,5.484599351882935,4.31026254200151
causal_conv,induction,263744,700,128,256,0.01171875,120.97265625,-0.5476673692464828,5.489784359931946,4.31026254200151
causal_conv,induction,263744,800,8,256,0.01171875,123.0859375,-0.3314194977283478,5.490971684455872,4.940669708999849
causal_conv,induction,263744,800,16,256,0.0,117.15625,-0.3243282362818718,5.486686587333679,4.940669708999849
causal_conv,induction,263744,800,32,256,0.00390625,116.84765625,-0.3257337063550949,5.485340356826782,4.940669708999849
causal_conv,induction,263744,800,64,256,0.0,114.09765625,-0.32078559696674347,5.479892015457153,4.940669708999849
causal_conv,induction,263744,800,128,256,0.0,118.08984375,-0.3240066021680832,5.484348773956299,4.940669708999849
causal_conv,induction,263744,900,8,256,0.01171875,121.48046875,-0.3139426037669182,5.489333271980286,5.548738999999841
causal_conv,induction,263744,900,16,256,0.0,112.4765625,-0.2957476004958153,5.47657573223114,5.548738999999841
causal_conv,induction,263744,900,32,256,0.00390625,123.55859375,-0.3130756840109825,5.494542837142944,5.548738999999841
causal_conv,induction,263744,900,64,256,0.0,114.59375,-0.2986942306160927,5.477866291999817,5.548738999999841
causal_conv,induction,263744,900,128,256,0.0,118.19921875,-0.3028521239757538,5.483953475952148,5.548738999999841
causal_conv,induction,263744,1000,8,256,0.00390625,127.015625,-0.33187947422266006,5.501244783401489,6.149719917000766
causal_conv,induction,263744,1000,16,256,0.00390625,114.4921875,-0.3038696348667145,5.477139472961426,6.149719917000766
causal_conv,induction,263744,1000,32,256,0.00390625,123.8515625,-0.3234601616859436,5.498384475708008,6.149719917000766
causal_conv,induction,263744,1000,64,256,0.0,116.69140625,-0.3063274994492531,5.481556534767151,6.149719917000766
causal_conv,induction,263744,1000,128,256,0.0078125,120.9140625,-0.31382911652326584,5.489771246910095,6.149719917000766
causal_conv,induction,263744,1100,8,256,0.0,125.66796875,-0.30047737807035446,5.49592125415802,6.768719375000728
causal_conv,induction,263744,1100,16,256,0.0078125,112.7421875,-0.2824043333530426,5.474241614341736,6.768719375000728
causal_conv,induction,263744,1100,32,256,0.0078125,118.26953125,-0.29545293748378754,5.483188033103943,6.768719375000728
causal_conv,induction,263744,1100,64,256,0.01171875,118.671875,-0.2969999611377716,5.4848469495773315,6.768719375000728
causal_conv,induction,263744,1100,128,256,0.00390625,118.890625,-0.3000536412000656,5.486507058143616,6.768719375000728
causal_conv,induction,263744,1200,8,256,0.00390625,120.44140625,-0.31504591554403305,5.489745259284973,7.3705896669998765
causal_conv,induction,263744,1200,16,256,0.0,118.234375,-0.31132040172815323,5.486628293991089,7.3705896669998765
causal_conv,induction,263744,1200,32,256,0.00390625,122.6015625,-0.31326352059841156,5.489926338195801,7.3705896669998765
causal_conv,induction,263744,1200,64,256,0.0,121.55859375,-0.3122826889157295,5.490090727806091,7.3705896669998765
causal_conv,induction,263744,1200,128,256,0.00390625,120.65234375,-0.3093084394931793,5.487461090087891,7.3705896669998765
causal_conv,induction,263744,1300,8,256,0.0,118.51171875,-0.2718881815671921,5.484476804733276,7.953561959000581
causal_conv,induction,263744,1300,16,256,0.00390625,124.984375,-0.28060396015644073,5.492950201034546,7.953561959000581
causal_conv,induction,263744,1300,32,256,0.00390625,123.60546875,-0.28230293095111847,5.492715120315552,7.953561959000581
causal_conv,induction,263744,1300,64,256,0.00390625,116.38671875,-0.2706344984471798,5.48045289516449,7.953561959000581
causal_conv,induction,263744,1300,128,256,0.0,125.98828125,-0.28685347735881805,5.496539235115051,7.953561959000581
causal_conv,induction,263744,1400,8,256,0.0078125,127.3671875,-0.31010203063488007,5.499399900436401,8.569323499999882
causal_conv,induction,263744,1400,16,256,0.0,119.4140625,-0.2956145629286766,5.486669182777405,8.569323499999882
causal_conv,induction,263744,1400,32,256,0.0,123.90234375,-0.29809941351413727,5.491464257240295,8.569323499999882
causal_conv,induction,263744,1400,64,256,0.00390625,114.15234375,-0.28465770184993744,5.478254318237305,8.569323499999882
causal_conv,induction,263744,1400,128,256,0.00390625,124.12109375,-0.2995891645550728,5.4915090799331665,8.569323499999882
causal_conv,induction,263744,1500,8,256,0.0,127.296875,-0.2564498484134674,5.49723482131958,9.18848108400016
causal_conv,induction,263744,1500,16,256,0.0,122.57421875,-0.2513274848461151,5.4919973611831665,9.18848108400016
causal_conv,induction,263744,1500,32,256,0.0,125.859375,-0.25339120998978615,5.493301749229431,9.18848108400016
causal_conv,induction,263744,1500,64,256,0.0,122.28125,-0.24580546095967293,5.486042380332947,9.18848108400016
causal_conv,induction,263744,1500,128,256,0.0,118.4296875,-0.24338654428720474,5.483028531074524,9.18848108400016
